,0,1,2
164,Mon Apr 12 02:27:48 +0000 2021,1381433843551514624,"rt @chmmyxoo: favorite music video choreography

i vote #dynamite for #favechoreography at 2021 #iheartawards 
@bts_twt https://t.co/yw0jf2…"
165,Mon Apr 12 02:27:48 +0000 2021,1381433843505360898,"🌈 playlist 
https://t.co/yjwpufdnyt"
166,Mon Apr 12 02:27:48 +0000 2021,1381433844176461826,"rt @bts_onspotify: ✨@bts_twt songs close to 100m streams:

blueberry eyes — 99,505,369(+273,233)

daechwita — 96,613,716(+212,388)

dream g…"
167,Mon Apr 12 02:27:49 +0000 2021,1381433844851638277,rt @gubi: all i do is b pretty and listen to music
168,Mon Apr 12 02:27:49 +0000 2021,1381433844797210625,rt @dbcxptures: maybe i’m getting old but i genuinely don’t understand how people listen to this type of music.
169,Mon Apr 12 02:27:49 +0000 2021,1381433845065555968,"rt @taesmug: when jimin needed needle &amp; thread to sew his pants cuz they were loose he bought it for him, bought a gifted jungkook a fabric…"
170,Mon Apr 12 02:27:49 +0000 2021,1381433845422161921,"@jephjacques hey jeph, i'm stoked that you released a deathmøle compilation! i'm a music producer and would love to… https://t.co/n6obbuqf6p"
171,Mon Apr 12 02:27:49 +0000 2021,1381433845623443456,"rt @wizkidsource: uk itunes chart: 

196. wizkid — essence (ft. tems) [+16]

https://t.co/ckv6ur0uhx https://t.co/smk0qeku0m"
172,Mon Apr 12 02:27:49 +0000 2021,1381433846701363209,if this gets 5 likes in 1 min i'll delete my whole spotify playlist
173,Mon Apr 12 02:27:49 +0000 2021,1381433846881738753,"rt @deborahvanessa7: . @amaarae ‘s music has suffered inside my onlyfans 😅🥰

https://t.co/aycpafltyh https://t.co/gqnsp5gquq"
174,Mon Apr 12 02:27:49 +0000 2021,1381433846764294144,rt @baddietitan: beyonce was not playing around on check on it. https://t.co/uknkwy5rml
175,Mon Apr 12 02:27:49 +0000 2021,1381433847015964672,rt @arlisunblade: @j_motoki here's a link to the original video (different music) - gold caviar crew - they awesome! https://t.co/q63vckufuy
176,Mon Apr 12 02:27:49 +0000 2021,1381433846944690185,"rt @arianatoday: .@clevelanddotcom ranks “thank u, next” as the 56th best album of the 2010s decade, praising her ability to be a versatile…"
177,Mon Apr 12 02:27:49 +0000 2021,1381433847401775105,rt @monstermazeyt: breath of the wild's background music be like: https://t.co/2tk6ao14xx
178,Mon Apr 12 02:27:49 +0000 2021,1381433847833714696,"rt @supportrv: [#redvelvet tutorial] mubeat - show! music core (global voting)

check this thread out on how to vote for @rvsmtown and how…"
179,Mon Apr 12 02:27:49 +0000 2021,1381433848685281280,rt @popcrave: ‘evermore’ by @taylorswift13 has reached 1 billion streams on spotify. this is her seventh album to achieve this. https://t.c…
180,Mon Apr 12 02:27:50 +0000 2021,1381433849662464000,@btkttlm7 yass they are and so do we enjoying their music
181,Mon Apr 12 02:27:50 +0000 2021,1381433850635632641,"rt @votewithami: [📈 rate] 

⏰ overall estimate 

🏆: best music video — iheart awards

1. bts - 4.8m

2.         - 2.2m 

⚠️ let’s continue…"
182,Mon Apr 12 02:27:50 +0000 2021,1381433850694299649,"i lived, and i learned
had you, got burned
held out, and held on
god knows, too long
and wasted time, lost tears
sw… https://t.co/wgklytifea"
183,Mon Apr 12 02:27:50 +0000 2021,1381433850941763586,rt @wendydaily221: wendy is the cover of spotify's hot hits korea featuring hit songs from south korea and abroad with like water as the #1…
184,Mon Apr 12 02:27:50 +0000 2021,1381433850958647299,this is top tier music https://t.co/vgqvuye4of
185,Mon Apr 12 02:27:50 +0000 2021,1381433852829257728,@fauxnik i was hoping you'll get to 1k sooner than me. your music is amazing. you deserve it more than me.
186,Mon Apr 12 02:27:50 +0000 2021,1381433852917211137,"@hyesunarchive viu prems
1 month - 15
3 months - 25
6 months- 45
12 months -70

netflix solo
1 month - 225
3 months… https://t.co/volppv30h3"
187,Mon Apr 12 02:27:51 +0000 2021,1381433853311643653,"rt @premiumxhsb: #entertainmentprems 

grab yours guys🥰

🏷 murang netflix, iflix, disney plus, viu, spotify, apple music, chegg, mathway, q…"
188,Mon Apr 12 02:27:50 +0000 2021,1381433852527308806,@thatericalper after @lovetinaturner 's 444k+@carole_king's 288k   cultural impacts on every pop music genre:… https://t.co/2o5zsettde
189,Mon Apr 12 02:27:51 +0000 2021,1381433853437378567,"rt @sammysa78858147: don't forget!!!

josh: 8m what? views by next week
ken: 2m what? streams spotify
justin: 1.7m subs yt channel
stell: 9…"
190,Mon Apr 12 02:27:51 +0000 2021,1381433854074961920,"@crookedintriago ya know the type of music that’s so fire nobody verbally says it’s fire, because the opposite side… https://t.co/7g74bmkkmy"
191,Mon Apr 12 02:27:51 +0000 2021,1381433854620225543,"@oasisrsv2 @weareoneexo 79. happy birthday sehun

https://t.co/tjjmznwogj
#exo @weareoneexo #sehun 
#happysehunday"
192,Mon Apr 12 02:27:51 +0000 2021,1381433854905393153,rt @wendydaily221: wendy is the cover of spotify's hot hits korea featuring hit songs from south korea and abroad with like water as the #1…
193,Mon Apr 12 02:27:51 +0000 2021,1381433855148617730,"rt @dadeuthannie: hitorijanai mv might also be released earlier than the said release date~ around this week, this always happens with thei…"
194,Mon Apr 12 02:27:51 +0000 2021,1381433855731765249,"most of the time i am not actively watching a show, i have it as background noise because too much quiet throws me… https://t.co/9qtbe1xygw"
195,Mon Apr 12 02:27:51 +0000 2021,1381433855790354433,"rt @stayc_charts: .@stayc_official has surpassed a total of 14 million streams on spotify!

#stayc #스테이씨 #asap 

https://t.co/5iob9bfeui"
196,Mon Apr 12 02:27:51 +0000 2021,1381433857124220929,rt @kpopggsuperior: #momoland joins #blackpink &amp; #twice as the only kpop girl groups to have a music video surpassing 500 million views on…
197,Mon Apr 12 02:27:52 +0000 2021,1381433857409392642,and my mom stormed into my room angry as hell and she asked me if i remembered the spotify hulu bundle and i was li… https://t.co/ojq13vxhso
198,Mon Apr 12 02:27:52 +0000 2021,1381433857984053249,i hope we meet black ppl in mexico 🇲🇽 i wanna go out &amp; hear black music 🅿️😂
199,Mon Apr 12 02:27:52 +0000 2021,1381433858772533252,rt @cts_loves_cer: @monk_a_tonk @niwdeyen @michaeljacoboff @trysette @roderikopop @pinkerjm @pinstripesswe @aquariz @laclica_arte @shanelar…
200,Mon Apr 12 02:27:52 +0000 2021,1381433858965524481,"rt @bobby_0511: one of my goals is by the end of 2021 to have @royceda59 &amp; @eminem to either like, retweet, or comment on a tweet of mine.…"
201,Mon Apr 12 02:27:52 +0000 2021,1381433859103981571,jason derulo says free music bff ava.
202,Mon Apr 12 02:27:52 +0000 2021,1381433859561058306,"rt @votewithami: [📈 rate] 

⏰ overall estimate 

🏆: best music video — iheart awards

1. bts - 4.8m

2.         - 2.2m 

⚠️ let’s continue…"
203,Mon Apr 12 02:27:52 +0000 2021,1381433860735504386,"rt @bardiupdatess: the only female artists in spotify history to have at least 10 songs reach 400 million streams:

• ariana grande
• rihan…"
204,Mon Apr 12 02:27:52 +0000 2021,1381433860823547904,"rt @min_yooooongii: super sale premiums ✨100% no hold and no wipe ✔️

: nf lf for looking ph netflix pabili spotify chegg grammarly viu cou…"
205,Mon Apr 12 02:27:52 +0000 2021,1381433861049962496,"rt @sugacology: 🗓   bts upcoming schedule

• april 17 ㅡ bangbangcon 2021
• april 23 ㅡ tokopedia special
• may ㅡ bts comeback
• may 24 ㅡ bil…"
206,Mon Apr 12 02:27:53 +0000 2021,1381433863965052928,"rt @ayla_xxo: new price list‼️‼️‼️‼️

sale premium accounts
spotify, netflix, youtube, viu, iflix, canva, grammarly wattpad &amp; more....

#sa…"
207,Mon Apr 12 02:27:53 +0000 2021,1381433864329945092,kiss me more 😍
208,Mon Apr 12 02:27:53 +0000 2021,1381433865189814274,@merlinofcanada can you hear the banjo music?
209,Mon Apr 12 02:27:54 +0000 2021,1381433866880188416,softest album ☹️ https://t.co/mta6tv59m7
210,Mon Apr 12 02:27:54 +0000 2021,1381433867362521096,"rt @drharvs: if u wanna die, die with music."
211,Mon Apr 12 02:27:54 +0000 2021,1381433867329011712,@tullulahwhat uhhh i’ll drop two idk what u listen to but here 🤝 https://t.co/vf6xkim4rr
212,Mon Apr 12 02:27:54 +0000 2021,1381433868109090816,rt @musicgroupefct: update: follow on #spotify to get notified when our #dancesong #kmgshake is released! inspired by @thecwsupergirl’s #le…
213,Mon Apr 12 02:27:54 +0000 2021,1381433868595601411,rt @factroyd: joji - gimme love music video. https://t.co/furizoaqbe
214,Mon Apr 12 02:27:54 +0000 2021,1381433868696219652,"rt @blinkvotingpage: [🗳️ iheartradio music awards | best fan army ]

i vote #blink for #bestfanarmy
on #iheartawards @blackpink"
215,Mon Apr 12 02:27:54 +0000 2021,1381433868960591881,"rt @statsonbieber: .@justinbieber has now surpassed 74 [74.3] million monthly listeners on spotify, (+503k). he remains spotify’s #1 artist…"
216,Mon Apr 12 02:27:55 +0000 2021,1381433869770096643,rt @dbcxptures: maybe i’m getting old but i genuinely don’t understand how people listen to this type of music.
217,Mon Apr 12 02:27:55 +0000 2021,1381433870285996032,awwwwwl shit new @sugafreewisdom https://t.co/0bkqjys7fv
218,Mon Apr 12 02:27:55 +0000 2021,1381433870495543298,filmed my first music video today 🙏🏽 only going up from here 🤟🏽🚀
219,Mon Apr 12 02:27:55 +0000 2021,1381433870646607874,"@wufsz 🍒 spotify premium 🍒

• 1 bulan 10k
• 2 bulan 15k
• 3 bulan 20k
→perpanjang +1k

✅ full garansi &amp; legal
✅ reg… https://t.co/e9rpdppmcr"
220,Mon Apr 12 02:27:55 +0000 2021,1381433870894174212,live - the river  #nowplaying #eradiosa #gardenroutesouthafrica #music #hits #onair #positiveradio #online #digitalradio #80s #newhits
221,Mon Apr 12 02:27:55 +0000 2021,1381433871032406016,"rt @nct_charts: .@nctsmtown ‘make a wish (birthday song) has surpassed 50 million streams on spotify. 

https://t.co/eijg3rpsvw"
222,Mon Apr 12 02:27:55 +0000 2021,1381433871498149894,"rt @babyloniaan: the fact that lady gaga is one of the rare artists who has huge success, impact and actual talent with ability to sing, ac…"
223,Mon Apr 12 02:27:55 +0000 2021,1381433871980355585,rt @wendydaily221: wendy is the cover of spotify's hot hits korea featuring hit songs from south korea and abroad with like water as the #1…
224,Mon Apr 12 02:27:55 +0000 2021,1381433872349470722,"rt @mikafiles: 210412 | qq music 

#mikaxpush5forcute debuts on the new song chart at number 3 🥝💚

w/ 1.3 million streams in 24 hrs 🔥

#mik…"
225,Mon Apr 12 02:27:55 +0000 2021,1381433872890556419,what if ikon performs climax as their final stage on kingdom? i know hanbin is not going to be there but atleast th… https://t.co/8bkbkgcwf2
226,Mon Apr 12 02:27:55 +0000 2021,1381433873033224193,rt @1chaii: @ artists and producers yall gotta learn to separate your ego and sense of self from your music you look stupid as fuck acting…
227,Mon Apr 12 02:27:55 +0000 2021,1381433872970309634,rt @hyunking_: soty
228,Mon Apr 12 02:27:55 +0000 2021,1381433873222017028,"huge thanks to 
@lonelyoakradio for continued support, love and airplay! we will soon be back with the second album… https://t.co/p1ttdvr9oy"
229,Mon Apr 12 02:27:55 +0000 2021,1381433873737818115,rt @dbcxptures: maybe i’m getting old but i genuinely don’t understand how people listen to this type of music.
230,Mon Apr 12 02:27:55 +0000 2021,1381433873788235777,"rt @skz_charts: stream god’s menu 

https://t.co/nswxabcjag"
231,Mon Apr 12 02:27:55 +0000 2021,1381433873897295873,"rt @turnituploud87: whats the problem? we want our faves back, we want our music back.. i don't think this concerns their fandom right? the…"
232,Mon Apr 12 02:27:55 +0000 2021,1381433873892929539,rt @dbcxptures: maybe i’m getting old but i genuinely don’t understand how people listen to this type of music.
233,Mon Apr 12 02:27:56 +0000 2021,1381433874211872771,"@pyschodior trending viral hit song higher"" ambitious hustler spotify playlist by tempo9g 10m thank you https://t.co/60lzgx2wni"
234,Mon Apr 12 02:27:56 +0000 2021,1381433874782285832,mgk’s music has helped me through so much lately dude
235,Mon Apr 12 02:27:56 +0000 2021,1381433874803093505,"rt @sugacology: 🗓   bts upcoming schedule

• april 17 ㅡ bangbangcon 2021
• april 23 ㅡ tokopedia special
• may ㅡ bts comeback
• may 24 ㅡ bil…"
236,Mon Apr 12 02:27:56 +0000 2021,1381433875046354949,"rt @jungkookcharts2: spotify update — 10.04.21

my time: 111.989.334 (+157.446🔻) -6.4k
euphoria: 223.326.549 (+269.546🔻) -11.2k
begin: 88.3…"
237,Mon Apr 12 02:27:56 +0000 2021,1381433875776344064,"rt @popdatamusic: ""fine line"" by @harry_styles has now surpassed 4 billion streams on spotify.

this is his 1st album to achieve this and r…"
238,Mon Apr 12 02:27:56 +0000 2021,1381433876145262595,"rt @btspublicity: ""inner child"" by @bts_twt has surpassed 80 million streams on spotify!"
239,Mon Apr 12 02:27:56 +0000 2021,1381433876745056258,"rt @danielsweek1: ps27 in ""day of trouble"" he will keep me safe in his dwelling; he will hide me in shelter of his tabernacle &amp; set me hi o…"
240,Mon Apr 12 02:27:57 +0000 2021,1381433878951440385,we need that new ari and queen on apple music asap
241,Mon Apr 12 02:27:57 +0000 2021,1381433879064506368,"a good song ! your lucky 

https://t.co/3z9jxmn2cb"
242,Mon Apr 12 02:27:57 +0000 2021,1381433879232454657,new music in 5 days 😈
243,Mon Apr 12 02:27:57 +0000 2021,1381433879538626567,"can’t help it, i love a banjo. and especially this song https://t.co/qhgcce0fku"
244,Mon Apr 12 02:27:57 +0000 2021,1381433879517618179,@clairoalt um just take this its 15 hours long 😇 https://t.co/0iswqogisw
245,Mon Apr 12 02:27:57 +0000 2021,1381433879714619393,stream 2 access yellow school site ahhzshsh https://t.co/cfwf7bkzum
246,Mon Apr 12 02:27:57 +0000 2021,1381433880092274689,rt @dbcxptures: maybe i’m getting old but i genuinely don’t understand how people listen to this type of music.
247,Mon Apr 12 02:27:57 +0000 2021,1381433880322932740,rt @youngkidchris_: rappers can play snippets for days but never drop no music
248,Mon Apr 12 02:27:57 +0000 2021,1381433880436076544,"with all the music i like, no matter what someone always thinks i have poor music taste, because not very many peop… https://t.co/6ncwudkudw"
249,Mon Apr 12 02:27:57 +0000 2021,1381433880519974914,"rt @blinkvotingpage: [🗳️ iheartradio music awards | best music video ]

i vote #howyoulikethat for #bestmusicvideo on #iheartawards @blackp…"
250,Mon Apr 12 02:27:57 +0000 2021,1381433880675188739,"missing the album era 😭😭

iheart you blackpink
i vote #howyoulikethat for #bestmusicvideo on #iheartawards… https://t.co/xwqrpukncv"
251,Mon Apr 12 02:27:57 +0000 2021,1381433880918454274,"rt @kaliuchischarts: .@kaliuchis’ “sin miedo” has reached 300 million streams on spotify. 

— it's her 2nd project to achieve this mark, al…"
252,Mon Apr 12 02:27:57 +0000 2021,1381433881178615808,@_brianmahoney @thatericalper alan parsons is a genius. great music like that will probably never come around again.
253,Mon Apr 12 02:27:57 +0000 2021,1381433881639944193,"rt @twiceanalytics: most streamed @jypetwice member on spotify (all-credits): 

#1. #jihyo - 92,877,997 streams (11 songs)
#2. #chaeyoung -…"
254,Mon Apr 12 02:27:57 +0000 2021,1381433882113888256,"@thisisrappromo video out now!!
4brianlee
##apple #4brianlee #throwingbandz #singer #drake #djkhaled #postmalone… https://t.co/hb4ksmabkz"
255,Mon Apr 12 02:27:58 +0000 2021,1381433882487103492,rt @howonslee: some kpop producers have a bachelors in music and their music is ass while brave bros is in garageband hoping for the best a…
256,Mon Apr 12 02:27:58 +0000 2021,1381433883284111365,@neuro_stack what kind of music
257,Mon Apr 12 02:27:58 +0000 2021,1381433883745521669,rt @fracki__: deezer &gt;&gt;&gt;&gt; spotify
258,Mon Apr 12 02:27:58 +0000 2021,1381433884764643332,"rt @blinkvotingpage: [🗳️ iheartradio music awards | best music video ]

i vote #howyoulikethat for #bestmusicvideo on #iheartawards @blackp…"
259,Mon Apr 12 02:27:58 +0000 2021,1381433885087649793,we need more music like this https://t.co/g2sfeiy9lw
260,Mon Apr 12 02:27:58 +0000 2021,1381433886240989185,rt @kpopggsuperior: #momoland joins #blackpink &amp; #twice as the only kpop girl groups to have a music video surpassing 500 million views on…
261,Mon Apr 12 02:27:59 +0000 2021,1381433886870134785,"woodstock · joni mitchell
https://t.co/tpy3iqoxst (@youtube )
#music 
#song 
1970"
262,Mon Apr 12 02:27:59 +0000 2021,1381433887008563200,"rt @nct_charts: .@nctsmtown ""resonance pt.2"" has surpassed 200 million streams on spotify. https://t.co/qm5oghdsws"
263,Mon Apr 12 02:27:59 +0000 2021,1381433887507685381,"@weekdies self reward disini yuk kak :d

‼ open order apps premium ‼

❄ spotify, netflix, viu, canva, youtube, dll… https://t.co/wli7hplabc"
264,Mon Apr 12 02:27:59 +0000 2021,1381433887788728325,"rt @hunniesday: spao website update 📝

name: vivi
gender: male♂
specialty: has a variety of facial expressions 
career: appeared in sehun’s…"
265,Mon Apr 12 02:27:59 +0000 2021,1381433887977529356,rt @dbcxptures: maybe i’m getting old but i genuinely don’t understand how people listen to this type of music.
266,Mon Apr 12 02:27:59 +0000 2021,1381433888447283200,"🚨new lesson in case you missed it! 🚨

catch up on prof. jacob's latest lesson on the beautiful vulpix: the fox poké… https://t.co/brssgenxf3"
267,Mon Apr 12 02:27:59 +0000 2021,1381433889995038720,"@oasisrsv2 @weareoneexo 80. happy birthday sehun

https://t.co/tjjmznwogj
#exo @weareoneexo #sehun 
#happysehunday"
268,Mon Apr 12 02:28:00 +0000 2021,1381433892104761344,all for you https://t.co/rwzpb49hl1
269,Mon Apr 12 02:28:00 +0000 2021,1381433892968730633,i fcking love the soundcloud comm man. when u get past the negative ppl its just cool ass people with good music in… https://t.co/5eafm7pf4q
270,Mon Apr 12 02:28:00 +0000 2021,1381433893014802434,"@shjky viu prems
1 month - 15
3 months - 25
6 months- 45
12 months -70

netflix solo
1 month - 225
3 months - 595… https://t.co/wku8nykmgj"
271,Mon Apr 12 02:28:00 +0000 2021,1381433893266411523,"rt @lay_studio: one stroke, one drawing, composing music from the past to the present. step by step towards heaven and completing the dream…"
272,Mon Apr 12 02:28:00 +0000 2021,1381433893165932551,"rt @fernpeaks: hey y’all. my name is jayden and i’m a disabled trans man. i adore music, however i’m partially deaf and it could become wor…"
273,Mon Apr 12 02:28:00 +0000 2021,1381433893421776899,"rt @nftbastardsc: dramatic music, rays of light... 

we are launching a drop of 51 single cards🌟 now! first 8 of them available for purchas…"
274,Mon Apr 12 02:28:00 +0000 2021,1381433893392384003,"rt @_mossenthusiast: #discoelysium 

these guys again 
referenced from måneskin music video https://t.co/ncy9lck96l"
275,Mon Apr 12 02:28:00 +0000 2021,1381433893727928321,fam dragged me out for mcdo and are now asleep. wouldnt let me sleep in early for class hnnnnghhhhh wanna play musi… https://t.co/oqyvut1zcl
276,Mon Apr 12 02:28:00 +0000 2021,1381433894390657028,"rt @joyannreid: “dig if you will, the picture...” an opening script line i never expected to hear from an anchor on 60 minutes. but we’re g…"
277,Mon Apr 12 02:28:01 +0000 2021,1381433895636271104,rt @moodflix: music changes my mood
278,Mon Apr 12 02:28:01 +0000 2021,1381433896026398728,"rt @elijahy318: god bless 
stream everywhere!!!

https://t.co/g0vtgrzxtc

#streaming #dmx #music #rap #hiphop #youtube #spotify #artoflegen…"
279,Mon Apr 12 02:28:01 +0000 2021,1381433896164847617,"i’m watching old @rupaulsdragrace a few observations: 
1) less jumpy shots 
2) more convos
3) less sound effects
4)… https://t.co/otjbc3b9m0"
280,Mon Apr 12 02:28:01 +0000 2021,1381433896194035715,rt @gubi: all i do is b pretty and listen to music
281,Mon Apr 12 02:28:01 +0000 2021,1381433896261332992,"https://t.co/yixtcuhh5a - from deancherny  https://t.co/or50ydwko0 https://t.co/yn6cdtxghc how3 recordings
https:..."
282,Mon Apr 12 02:28:01 +0000 2021,1381433896286486529,probably my favourite vault track from fearless but because she recorded this at present it means something else. i… https://t.co/cwludvxjik
283,Mon Apr 12 02:28:01 +0000 2021,1381433897322344450,"25

favorite music video choreography

i vote #dynamite for #favechoreography at 2021 #iheartawards @bts_twt"
284,Mon Apr 12 02:28:01 +0000 2021,1381433897703993346,"rt @ateez_charts: 1. top 40 us pop albums
1. top 40 uk pop albums
1. music-jp k-pop album chart — daily
1. rakuten japan 🇯🇵  best seller kp…"
285,Mon Apr 12 02:28:01 +0000 2021,1381433897980993538,rt @milkblocks: hi ranboo enjoyers did you know that your favorite boy is going to be on a super cool podcast called just roll with it? it'…
286,Mon Apr 12 02:28:01 +0000 2021,1381433898769469440,rt @itsbradshepard: the live performance of rhea ripley’s theme music may have been the worst in #wwe history.  that was hot garbage and ha…
287,Mon Apr 12 02:28:01 +0000 2021,1381433898727538690,"@chileonly #sorteochileonly @bts_twt 
blue &amp; grey💜
https://t.co/rwgqinwkw1"
288,Mon Apr 12 02:28:02 +0000 2021,1381433899226566658,rt @springonsummer7: bts pre-debut music released on soundcloud: https://t.co/ghzmw1pjyk https://t.co/pia8nuarwx
289,Mon Apr 12 02:28:02 +0000 2021,1381433899394461698,rt @ogxtp: even if yo music trash keep going because trash rappers can get rich too
290,Mon Apr 12 02:28:02 +0000 2021,1381433899419639808,rt @lastvibes: “sometimes music is the only medicine.”
291,Mon Apr 12 02:28:02 +0000 2021,1381433899784540160,"#onair: jon storm @jonstormamerica - you brought your faith to me, -#lonelyoakradio- listen now - for more info vis… https://t.co/ooplux8mah"
292,Mon Apr 12 02:28:02 +0000 2021,1381433900266876929,@aaronrennel music is forever ♾ 🧪 only right we keep spinning his heat 🙏🏾
293,Mon Apr 12 02:28:02 +0000 2021,1381433900195409922,rt @hwizart1: #ab6ix's comeback is around the corner. would intl. #abnew mind requesting #breathe on radio stations in your regions to make…
294,Mon Apr 12 02:28:02 +0000 2021,1381433901185294339,"rt @daily_persona: never more -reincarnation: persona 4-
music: ""heaven""
composition &amp; arrangement: shoji meguro
lyrics: reiko tanaka, tepp…"
295,Mon Apr 12 02:28:02 +0000 2021,1381433901479002115,"“if you want to make beautiful music, you must play the black and the white notes together.” ―richard nixon"
296,Mon Apr 12 02:28:02 +0000 2021,1381433903026688002,this... is a ruin. a $500k ruin. a haunted $500k ruin - in pic 14 you can see the photographer got attacked by a gh… https://t.co/z3m9gyhesx
297,Mon Apr 12 02:28:03 +0000 2021,1381433903492268039,rt @forbes: bts’s ‘film out’ is officially the no. 1 music video in the world https://t.co/6to8iqbzgf https://t.co/8kokrqms0i
298,Mon Apr 12 02:28:03 +0000 2021,1381433904092053507,rt @kimvhyatt: more protesters are showing up to the scene chanting and playing music. https://t.co/xpw8ybdeji
299,Mon Apr 12 02:28:03 +0000 2021,1381433904997888001,"rt @rosecharts: k-pop female acts highest peaks of monthly listeners on spotify: 

1. blackpink — 29.4m
2. #rosé — 12.5m 
3. twice — 8.2m…"
300,Mon Apr 12 02:28:03 +0000 2021,1381433906184904709,"rt @tswiftftc: joe alwyn (william bowery) is now credited as a co-producer on 6 songs of the aoty-winning ""folklore"" by taylor swift (via s…"
301,Mon Apr 12 02:28:03 +0000 2021,1381433906411438085,my topic for demo teaching is grade 1 and 2 music and i am a secondary pe major student. heeellllp!
302,Mon Apr 12 02:28:03 +0000 2021,1381433906570887173,"rt @jd_occasionally: doja is a pop rap artist, but it would be dope if she continued to use disco elements throughout her new planet her er…"
303,Mon Apr 12 02:28:03 +0000 2021,1381433906587594753,rt @btspublicity: suga surpassed 1 billion streams across his discography on spotify. he's the first korean soloist to achieve this milesto…
304,Mon Apr 12 02:28:03 +0000 2021,1381433906981838853,got put in charge of the music and someone at the party said “are you playing drug music?” lol
305,Mon Apr 12 02:28:04 +0000 2021,1381433908093317123,"rt @ray_prems: all accounts are available and full warranty

netflix-65php
spotify-14php
canva-11php
grammarly-29php
crunchy roll-40php
viu…"
306,Mon Apr 12 02:28:04 +0000 2021,1381433908244398080,"rt @m2mrecordings: this is some real solid music play @toxic813239 in ""some thang"" https://t.co/xndhvglfzt"
307,Mon Apr 12 02:28:04 +0000 2021,1381433908789608449,"rt @enhypen_charts: join with us for a spotify streaming party today at 16:00 kst.

@enhypen_members @enhypen #enhypen #엔하이픈"
308,Mon Apr 12 02:28:04 +0000 2021,1381433908613419008,"quincy jones, maureen crowe honored at guild of music supervisors awards https://t.co/fo6ddansms https://t.co/o0yy6tbozu"
309,Mon Apr 12 02:28:04 +0000 2021,1381433909062234112,how johnny nash helped shape the music of houston country artist carl ray - kprc click2houston https://t.co/c3igup26hh
310,Mon Apr 12 02:28:04 +0000 2021,1381433909322379264,"i vote for #dynamite by @bts_twt for #bestmusicvideo at the #iheartawards stream ami!! 💜👍
https://t.co/yafyxtjp15"
311,Mon Apr 12 02:28:04 +0000 2021,1381433909401948160,flower by johnny stimson https://t.co/frb4ykgn6y #nowplaying
312,Mon Apr 12 02:28:04 +0000 2021,1381433909649399809,rt @pilgrimsissy: you mean her interests in music and music therapy? we haven’t seen her xylophone since christmas https://t.co/nd3rpw7hdf
313,Mon Apr 12 02:28:04 +0000 2021,1381433909993467911,"rt @mamamoocharts: youtube music videos trending worldwide: 

#9 [teaser] 휘인 (whee in) - water color #2

trending in 10 countries:
🔗 https:…"
314,Mon Apr 12 02:28:04 +0000 2021,1381433910232375299,"🦊 how about i’ll?
🎹 even though i have felt it when i was on superband, sangyeop’s voice is a vocal that korea need… https://t.co/ucousoshi6"
315,Mon Apr 12 02:28:04 +0000 2021,1381433910920286209,"rt @twiceanalytics: most streamed @jypetwice member on spotify (all-credits): 

#1. #jihyo - 92,877,997 streams (11 songs)
#2. #chaeyoung -…"
316,Mon Apr 12 02:28:05 +0000 2021,1381433912115757056,"rt @blinkvotingpage: [🗳️ iheartradio music awards | best fan army ]

i vote #blink for #bestfanarmy
on #iheartawards @blackpink"
317,Mon Apr 12 02:28:05 +0000 2021,1381433912354693120,"when you're happy, you enjoy the music. but when you're sad, you understand the lyrics."
318,Mon Apr 12 02:28:05 +0000 2021,1381433912925192193,rt @ariellenyc: all music comes from black music but edm never seems to remember that lol
319,Mon Apr 12 02:28:05 +0000 2021,1381433914284146689,rt @ahnmariathighs: no one but mamamoo at award ceremonies and music shows; https://t.co/bkfuygy0ie
320,Mon Apr 12 02:28:05 +0000 2021,1381433914531610625,"rt @garats17: #세븐틴  upcoming sched
4/13
#the8 side by side 6pm
 
4/18
hitori janai 1st perf on love music 24:30

4/21
official release of h…"
321,Mon Apr 12 02:28:05 +0000 2021,1381433915018108928,rt @wendydaily221: wendy is the cover of spotify's hot hits korea featuring hit songs from south korea and abroad with like water as the #1…
322,Mon Apr 12 02:28:05 +0000 2021,1381433915290701826,rt @aintshitstef: car rides with loud ass music &gt;&gt;&gt;
323,Mon Apr 12 02:28:05 +0000 2021,1381433915169243138,@poo_poo_idiot currently listening to music and looking at times for exams next week 🙂🙏
324,Mon Apr 12 02:28:06 +0000 2021,1381433916045680640,"rt @nct_charts: .@nctsmtown ""resonance pt.2"" has surpassed 200 million streams on spotify. https://t.co/qm5oghdsws"
325,Mon Apr 12 02:28:06 +0000 2021,1381433916423348230,@shortyprin55 @zaynszgwad zayn has 2 nearly 3 songs reach a billion  on spotify and 2 on youtube
326,Mon Apr 12 02:28:06 +0000 2021,1381433917094440965,"rt @jlo_bangtan: canciones de k-acts más reproducidas en la historia de spotify:

1. dynamite - 802m
2. boy with luv - 634m
3. * - 441m
4.…"
327,Mon Apr 12 02:28:06 +0000 2021,1381433917329313793,shuffle just put this one right after the new day. it just knows how emotional i am this is too perfect https://t.co/pgahlngv2s
328,Mon Apr 12 02:28:06 +0000 2021,1381433917476110336,@iam_ryanbronson i’d presave if i had spotify.
329,Mon Apr 12 02:28:06 +0000 2021,1381433917614534668,i’ve been cleaning all weekend and blaring classical music. gypsy hates tchaikovsky more than the vacuum... loves rachmaninoff.
